HOUSEHOLD_ID,REGION,COUNTRY,ENERGY_SOURCE,MONTHLY_USAGE_KWH,YEAR,HOUSEHOLD_SIZE,INCOME_LEVEL,URBAN_RURAL,ADOPTION_YEAR,SUBSIDY_RECEIVED,COST_SAVINGS_USD
H04651,North America,Canada,Geothermal,1336.654,2022,6,Low,Rural,2012,Yes,110.034
H00803,North America,USA,Geothermal,150.315,2022,4,Low,Rural,2019,Yes,397.305
H02078,Africa,Nigeria,Biomass,1071.543,2020,6,Low,Rural,2018,No,272.565
H00583,North America,USA,Geothermal,403.81,2023,1,Low,Urban,2019,No,339.138
H03479,Australia,Australia,Hydro,1435.522,2021,2,Low,Urban,2011,No,78.696
H01019,Australia,Australia,Biomass,367.62,2024,7,Low,Urban,2020,Yes,274.239
H01584,North America,Canada,Biomass,877.36,2022,6,Low,Rural,2015,No,166.311
H03351,Asia,India,Hydro,949.839,2022,8,Low,Urban,2022,Yes,120.609
H00518,North America,USA,Hydro,870.254,2024,1,Low,Urban,2023,No,242.055
H01748,North America,Canada,Geothermal,1455.432,2023,4,Low,Rural,2022,No,151.407
H04653,Asia,China,Hydro,1519.397,2021,5,Low,Urban,2013,Yes,248.607
H03027,Europe,UK,Solar,910.91,2020,8,Low,Rural,2014,No,258.102
H03393,Asia,India,Hydro,721.16,2020,5,Low,Rural,2013,Yes,56.025
H03486,South America,Argentina,Geothermal,404.261,2022,6,Low,Rural,2019,No,42.219
H03380,South America,Brazil,Hydro,1605.846,2021,3,Low,Urban,2020,Yes,138.582
H04859,North America,Canada,Wind,1083.896,2021,2,Low,Urban,2020,No,26.631
H02684,North America,Mexico,Hydro,117.018,2020,1,Low,Rural,2014,No,424.161
H01504,South America,Chile,Hydro,546.744,2023,7,Low,Urban,2012,No,114.03
H04106,Asia,India,Wind,823.394,2021,7,Low,Urban,2010,No,216.522
H00197,Australia,Australia,Solar,181.412,2024,2,Low,Rural,2018,No,269.928
H01544,Europe,Germany,Solar,298.551,2023,5,Low,Rural,2012,Yes,57.501
H00880,South America,Chile,Solar,163.13,2023,7,Low,Urban,2015,No,164.565
H03895,Europe,Italy,Geothermal,435.765,2020,1,Low,Urban,2018,No,240.183
H04211,Australia,Australia,Wind,1192.807,2020,6,Low,Rural,2018,Yes,85.554
H03354,Australia,New Zealand,Wind,265.925,2022,7,Low,Urban,2022,Yes,131.724
H01540,North America,USA,Solar,693.616,2022,3,Low,Rural,2015,Yes,442.269
H02331,Australia,Australia,Hydro,1076.625,2021,4,Low,Urban,2013,No,409.356
H03044,South America,Argentina,Solar,753.159,2020,4,Low,Urban,2012,Yes,292.023
H04735,Europe,UK,Geothermal,639.243,2024,4,Low,Rural,2020,Yes,182.637
H00595,Africa,South Africa,Solar,272.228,2020,2,Low,Rural,2019,No,272.385
H01500,South America,Colombia,Hydro,1477.872,2023,6,Low,Rural,2019,Yes,401.985
H01558,Africa,South Africa,Biomass,936.584,2020,7,Low,Urban,2019,Yes,130.104
H03625,South America,Brazil,Wind,1492.007,2021,2,Low,Rural,2011,Yes,397.458
H00089,Europe,Italy,Biomass,330.891,2023,5,Low,Urban,2023,No,59.508
H01306,Europe,Spain,Wind,1097.096,2022,8,Low,Urban,2020,No,428.958
H02926,Africa,Kenya,Geothermal,1573.517,2024,1,Low,Rural,2021,No,410.724
H03755,Europe,Spain,Hydro,112.431,2020,2,Low,Rural,2014,Yes,325.593
H03647,Europe,Germany,Biomass,1358.753,2021,5,Low,Rural,2020,No,427.059
H00945,Africa,South Africa,Solar,957.671,2024,7,Low,Urban,2012,Yes,386.415
H04232,Europe,UK,Geothermal,1292.17,2021,6,Low,Rural,2021,Yes,96.822
H02308,Asia,Japan,Biomass,1115.268,2021,2,Low,Urban,2021,No,445.563
H01927,Australia,New Zealand,Biomass,501.424,2020,7,Low,Urban,2013,No,227.673
